sales_sk,invoice_dt_sk,customer_no,cases,unit_price,ext_net,ext_cost,ext_participation,cqd_amt,order_no,invoice_no,site,item_no,sales_channel,order_status,shipment_date,delivery_date,customer_type,sales_rep_id
12-0000010-0001725-1-040203,2023-06-14,12-0000010,12,40,2880,2592,104,207,1712,1725,12,40203,Online,Completed,2024-01-28,2024-02-01,Business,2019
39-0000001-0003981-1-040203,2023-06-20,39-0000001,12,40,2880,2592,130,181,3968,3981,39,40203,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
29-0000004-0005638-1-040203,2023-08-21,29-0000004,12,40,2880,2592,104,181,5625,5638,29,40203,Online,Completed,2024-02-01,2024-02-05,New,2021
16-0000001-0003155-1-040203,2022-03-03,16-0000001,28,40,6720,6048,121,544,3142,3155,16,40203,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
35-0000001-0007383-1-040203,2022-05-01,35-0000001,28,40,6720,6048,181,423,7370,7383,35,40203,In-Store,Pending,-,-,Returning,2023
01-0000057-0000544-1-040203,2023-05-29,01-0000057,28,40,6720,6048,242,544,533,544,1,40203,Online,Completed,2024-02-04,2024-02-08,Business,2024
18-0000008-0000739-1-040203,2024-01-12,18-0000008,28,40,6720,6048,121,544,728,739,18,40203,Mobile App,Canceled,-,-,New,2025
39-0000002-0005458-1-040203,2022-02-10,39-0000002,44,40,10560,9504,665,760,5445,5458,39,40203,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
01-0000005-0001990-1-040203,2023-01-23,01-0000005,44,40,10560,9504,380,760,1977,1990,1,40203,Online,Completed,2024-02-07,2024-02-11,Returning,2027
13-0000001-0004428-1-040203,2022-04-13,13-0000001,11,40,2640,2376,71,143,4415,4428,13,40203,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000036-0005715-1-040203,2022-09-07,01-0000036,11,40,2640,2376,119,214,5702,5715,1,40203,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
19-0000001-0005732-1-040203,2022-10-04,19-0000001,11,40,2640,2376,119,119,5719,5732,19,40203,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
01-0000009-0000445-1-040203,2022-07-26,01-0000009,27,40,6480,5832,175,467,437,445,1,40203,Online,Completed,2024-02-12,2024-02-16,Returning,2031
04-0000008-0002771-1-040203,2023-08-25,04-0000008,27,40,6480,5832,583,525,2758,2771,4,40203,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
01-0000048-0004769-1-040203,2022-04-23,01-0000048,43,40,10320,9288,372,836,4756,4769,1,40203,In-Store,Canceled,-,-,VIP,2033
21-0000002-0004448-1-040203,2022-08-15,21-0000002,43,40,10320,9288,650,836,4435,4448,21,40203,Online,Completed,2024-02-15,2024-02-19,Business,2034
01-0000059-0001256-1-040203,2023-01-20,01-0000059,43,40,10320,9288,372,557,1245,1256,1,40203,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
21-0000004-0004415-1-040203,2023-12-23,21-0000004,43,40,10320,9288,650,836,4402,4415,21,40203,In-Store,Pending,-,-,New,2036
08-0000001-0003000-1-040203,2022-04-05,08-0000001,10,40,2400,2160,216,173,2987,3000,8,40203,Online,Completed,2024-02-18,2024-02-22,VIP,2037
17-0000002-0004749-1-040203,2022-04-12,17-0000002,10,40,2400,2160,65,194,4736,4749,17,40203,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
21-0000006-0000959-1-040203,2023-08-27,21-0000006,10,40,2400,2160,151,173,948,959,21,40203,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
34-0000006-0007023-1-040203,2022-04-10,34-0000006,26,40,6240,5616,168,562,7010,7023,34,40203,Online,Completed,2024-02-21,2024-02-25,New,2040
32-0000001-0005886-1-040203,2022-07-18,32-0000001,26,40,6240,5616,168,337,5873,5886,32,40203,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
02-0000004-0002452-1-040203,2022-08-25,02-0000004,26,40,6240,5616,281,337,2439,2452,2,40203,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
21-0000002-0004356-1-040203,2023-12-27,21-0000002,26,40,6240,5616,393,505,4343,4356,21,40203,Online,Canceled,-,-,Returning,2043
20-0000001-0006473-1-040203,2022-07-28,20-0000001,42,40,10080,9072,363,635,6460,6473,20,40203,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
38-0000001-0007530-1-040203,2022-12-07,38-0000001,42,40,10080,9072,363,907,7517,7530,38,40203,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
04-0000006-0002847-1-040203,2023-02-15,04-0000006,42,40,10080,9072,272,726,2834,2847,4,40203,Online,Completed,2024-02-01,2024-02-05,New,2021
19-0000001-0006252-1-040203,2023-11-16,19-0000001,42,40,10080,9072,363,726,6239,6252,19,40203,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
20-0000001-0003463-1-040203,2023-12-06,20-0000001,42,40,10080,9072,454,544,3450,3463,20,40203,In-Store,Pending,-,-,Returning,2023
37-0000001-0006731-1-040203,2022-06-28,37-0000001,9,40,2160,1944,97,136,6718,6731,37,40203,Online,Completed,2024-02-04,2024-02-08,Business,2024
04-0000004-0002700-1-040203,2022-01-23,04-0000004,25,40,6000,5400,216,432,2687,2700,4,40203,Mobile App,Canceled,-,-,New,2025
12-0000001-0006815-1-040203,2022-01-31,12-0000001,25,40,6000,5400,270,324,6802,6815,12,40203,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
18-0000005-0003412-1-040203,2023-08-21,18-0000005,25,40,6000,5400,108,540,3399,3412,18,40203,Online,Completed,2024-02-07,2024-02-11,Returning,2027
21-0000006-0001125-1-040203,2023-08-25,21-0000006,25,40,6000,5400,108,486,1114,1125,21,40203,Online,Returned,2024-02-08,2024-02-12,New,2028
02-0000001-0001374-1-040203,2023-10-10,02-0000001,25,40,6000,5400,108,378,1361,1374,2,40203,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
30-0000001-0004583-1-040203,2022-06-02,30-0000001,41,40,9840,8856,886,797,4570,4583,30,40203,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
01-0000060-0001290-1-040203,2022-07-26,01-0000060,41,40,9840,8856,266,443,1278,1290,1,40203,Online,Completed,2024-02-12,2024-02-16,Returning,2031
38-0000002-0004066-1-040203,2022-10-03,38-0000002,41,40,9840,8856,177,531,4053,4066,38,40203,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
01-0000005-0001992-1-040203,2023-04-15,01-0000005,41,40,9840,8856,266,708,1979,1992,1,40203,In-Store,Canceled,-,-,VIP,2033
01-0000019-0002159-1-040203,2022-11-05,01-0000019,8,40,1920,1728,52,173,2146,2159,1,40203,Online,Completed,2024-02-15,2024-02-19,Business,2034
17-0000002-0005405-1-040203,2022-12-27,17-0000002,8,40,1920,1728,173,104,5392,5405,17,40203,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
18-0000005-0005750-1-040203,2023-06-15,18-0000005,8,40,1920,1728,121,104,5737,5750,18,40203,In-Store,Pending,-,-,New,2036
01-0000011-0000512-1-040203,2023-06-23,01-0000011,8,40,1920,1728,121,156,502,512,1,40203,Online,Completed,2024-02-18,2024-02-22,VIP,2037
18-0000008-0000717-1-040203,2022-06-28,18-0000008,24,40,5760,5184,518,518,706,717,18,40203,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
17-0000002-0007768-1-040203,2022-12-15,17-0000002,24,40,5760,5184,207,467,7755,7768,17,40203,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
36-0000001-0004031-1-040203,2023-02-05,36-0000001,24,40,5760,5184,207,518,4018,4031,36,40203,Online,Completed,2024-02-21,2024-02-25,New,2040
36-0000001-0004113-1-040203,2023-11-27,36-0000001,24,40,5760,5184,518,311,4100,4113,36,40203,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
29-0000004-0004263-1-040203,2022-01-24,29-0000004,40,40,9600,8640,259,691,4250,4263,29,40203,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
11-0000002-0003230-1-040203,2023-07-10,11-0000002,40,40,9600,8640,605,605,3217,3230,11,40203,Online,Canceled,-,-,Returning,2043
01-0000035-0000160-1-040203,2022-05-25,01-0000035,7,40,1680,1512,30,136,156,160,1,40203,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
38-0000001-0003720-1-040203,2022-08-16,38-0000001,7,40,1680,1512,106,121,3707,3720,38,40203,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
21-0000005-0000821-1-040203,2022-12-31,21-0000005,7,40,1680,1512,30,121,810,821,21,40203,Online,Completed,2024-02-27,2024-03-03,Business,2046
01-0000002-0001943-1-040203,2023-03-22,01-0000002,7,40,1680,1512,106,106,1930,1943,1,40203,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
01-0000048-0004345-1-040203,2022-10-17,01-0000048,23,40,5520,4968,497,497,4332,4345,1,40203,In-Store,Pending,-,-,New,2048
39-0000001-0006729-1-040203,2023-03-29,39-0000001,23,40,5520,4968,149,348,6716,6729,39,40203,Online,Completed,2024-03-02,2024-03-06,VIP,2049
01-0000001-0007220-1-040203,2023-07-12,01-0000001,23,40,5520,4968,99,348,7207,7220,1,40203,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
36-0000001-0008047-1-040203,2022-02-13,36-0000001,6,40,1440,1296,65,91,8034,8047,36,40203,Online,Completed,2024-01-02,2024-01-05,Returning,2001
20-0000004-0000359-1-040203,2022-03-04,20-0000004,6,40,1440,1296,39,130,354,359,20,40203,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
02-0000003-0002480-1-040203,2022-03-16,02-0000003,6,40,1440,1296,91,130,2467,2480,2,40203,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
21-0000006-0001013-1-040203,2022-11-15,21-0000006,22,40,5280,4752,95,475,1002,1013,21,40203,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
29-0000002-0006297-1-040203,2023-02-05,29-0000002,22,40,5280,4752,475,238,6284,6297,29,40203,Online,Completed,2024-01-08,2024-01-12,New,2005
12-0000001-0007692-1-040203,2023-03-01,12-0000001,22,40,5280,4752,95,285,7679,7692,12,40203,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
04-0000004-0004723-1-040203,2023-05-09,04-0000004,22,40,5280,4752,190,333,4710,4723,4,40203,Online,Canceled,-,-,Business,2007
38-0000002-0007616-1-040203,2023-06-29,38-0000002,22,40,5280,4752,95,380,7603,7616,38,40203,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
29-0000004-0003569-1-040203,2023-09-03,29-0000004,22,40,5280,4752,95,285,3556,3569,29,40203,In-Store,Completed,2024-01-13,2024-01-17,New,2009
04-0000006-0002816-1-040203,2022-05-13,04-0000006,38,40,9120,8208,821,492,2803,2816,4,40203,Online,Completed,2024-01-15,2024-01-18,VIP,2010
01-0000018-0002140-1-040203,2022-06-10,01-0000018,38,40,9120,8208,575,575,2127,2140,1,40203,Mobile App,Pending,-,-,Returning,2011
01-0000022-0002253-1-040203,2022-01-14,01-0000022,5,40,1200,1080,22,108,2240,2253,1,40203,Online,Completed,2024-01-18,2024-01-22,Business,2012
01-0000020-0002182-1-040203,2022-03-09,01-0000020,21,40,5040,4536,136,227,2169,2182,1,40203,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
19-0000001-0004185-1-040203,2024-01-23,19-0000001,37,40,8880,7992,400,480,4172,4185,19,40203,Online,Returned,2024-01-21,2024-01-24,Returning,2014
04-0000004-0002543-1-040203,2022-06-20,04-0000004,4,40,960,864,26,60,2530,2543,4,40203,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
38-0000001-0003960-1-040203,2023-02-13,38-0000001,4,40,960,864,43,86,3947,3960,38,40203,Online,Completed,2024-01-24,2024-01-28,Returning,2016
07-0000001-0006394-1-040203,2023-05-14,07-0000001,4,40,960,864,17,86,6381,6394,7,40203,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
01-0000001-0007652-1-040203,2024-02-16,01-0000001,4,40,960,864,60,60,7639,7652,1,40203,In-Store,Completed,2024-01-26,2024-01-30,New,2018
01-0000055-0000570-1-040203,2022-03-18,01-0000055,3,40,720,648,45,52,559,570,1,40203,Online,Completed,2024-01-28,2024-02-01,Business,2019
12-0000001-0007590-1-040203,2023-10-21,12-0000001,3,40,720,648,13,65,7577,7590,12,40203,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
14-0000002-0003253-1-040203,2022-01-15,14-0000002,19,40,4560,4104,205,246,3240,3253,14,40203,Online,Completed,2024-02-01,2024-02-05,New,2021
21-0000003-0003496-1-040203,2022-08-28,21-0000003,19,40,4560,4104,164,410,3483,3496,21,40203,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
16-0000002-0001818-1-040203,2022-09-05,16-0000002,19,40,4560,4104,123,205,1805,1818,16,40203,In-Store,Pending,-,-,Returning,2023
21-0000006-0000982-1-040203,2023-12-07,21-0000006,19,40,4560,4104,164,410,971,982,21,40203,Online,Completed,2024-02-04,2024-02-08,Business,2024
18-0000008-0000738-1-040203,2022-02-19,18-0000008,35,40,8400,7560,302,529,727,738,18,40203,Mobile App,Canceled,-,-,New,2025
23-0000001-0007441-1-040203,2023-01-06,23-0000001,35,40,8400,7560,756,529,7428,7441,23,40203,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
34-0000006-0003784-1-040203,2022-09-21,34-0000006,2,40,480,432,9,30,3771,3784,34,40203,Online,Completed,2024-02-07,2024-02-11,Returning,2027
35-0000001-0004053-1-040203,2023-02-19,35-0000001,2,40,480,432,13,35,4040,4053,35,40203,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000057-0000552-1-040203,2023-12-22,01-0000057,2,40,480,432,13,43,541,552,1,40203,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
12-0000010-0001764-1-040203,2024-02-14,12-0000010,2,40,480,432,30,39,1751,1764,12,40203,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
01-0000012-0000535-1-040203,2022-08-12,01-0000012,18,40,4320,3888,117,194,524,535,1,40203,Online,Completed,2024-02-12,2024-02-16,Returning,2031
15-0000001-0000303-1-040203,2022-12-08,15-0000001,34,40,8160,7344,367,367,298,303,15,40203,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
01-0000001-0005142-1-040203,2023-10-27,01-0000001,34,40,8160,7344,734,367,5129,5142,1,40203,In-Store,Canceled,-,-,VIP,2033
14-0000002-0003252-1-040203,2022-08-05,14-0000002,1,40,240,216,22,17,3239,3252,14,40203,Online,Completed,2024-02-15,2024-02-19,Business,2034
39-0000001-0004666-1-040203,2022-10-12,39-0000001,1,40,240,216,15,22,4653,4666,39,40203,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
01-0000045-0002361-1-040203,2024-02-01,01-0000045,1,40,240,216,22,11,2348,2361,1,40203,In-Store,Pending,-,-,New,2036
01-0000007-0007105-1-040203,2022-12-31,01-0000007,17,40,4080,3672,367,257,7092,7105,1,40203,Online,Completed,2024-02-18,2024-02-22,VIP,2037
02-0000001-0001295-1-040203,2022-02-10,02-0000001,33,40,7920,7128,356,428,1282,1295,2,40203,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
21-0000002-0008120-1-040203,2022-08-17,21-0000002,33,40,7920,7128,214,428,8107,8120,21,40203,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
39-0000001-0004168-1-040203,2023-10-05,39-0000001,33,40,7920,7128,499,499,4155,4168,39,40203,Online,Completed,2024-02-21,2024-02-25,New,2040
01-0000026-0000010-1-040203,2022-03-14,01-0000026,49,40,11760,10584,423,1058,9,10,1,40203,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
39-0000002-0007955-1-040203,2022-10-28,39-0000002,49,40,11760,10584,423,635,7942,7955,39,40203,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
08-0000007-0003082-1-040203,2022-11-06,08-0000007,49,40,11760,10584,318,953,3069,3082,8,40203,Online,Canceled,-,-,Returning,2043
01-0000007-0002020-1-020501,2022-06-12,01-0000007,8,56,5376,4839,484,290,2007,2020,1,20501,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
04-0000003-0006091-1-020501,2023-01-02,04-0000003,8,56,5376,4839,242,242,6078,6091,4,20501,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
01-0000048-0005953-1-020501,2023-04-26,01-0000048,8,56,5376,4839,242,339,5940,5953,1,20501,Online,Completed,2024-02-01,2024-02-05,New,2021
08-0000003-0003013-1-020501,2023-06-18,08-0000003,8,56,5376,4839,145,484,3000,3013,8,20501,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
01-0000025-0002314-1-020501,2023-07-07,01-0000025,8,56,5376,4839,484,436,2301,2314,1,20501,In-Store,Pending,-,-,Returning,2023
12-0000001-0004417-1-020501,2023-11-27,12-0000001,8,56,5376,4839,145,387,4404,4417,12,20501,Online,Completed,2024-02-04,2024-02-08,Business,2024
01-0000026-0000036-1-020501,2022-01-23,01-0000026,16,56,10752,9677,677,774,34,36,1,20501,Mobile App,Canceled,-,-,New,2025
37-0000001-0003999-1-020501,2022-02-16,37-0000001,16,56,10752,9677,677,484,3986,3999,37,20501,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
29-0000001-0003553-1-020501,2022-05-01,29-0000001,16,56,10752,9677,484,677,3540,3553,29,20501,Online,Completed,2024-02-07,2024-02-11,Returning,2027
36-0000001-0004470-1-020501,2022-09-23,36-0000001,16,56,10752,9677,484,581,4457,4470,36,20501,Online,Returned,2024-02-08,2024-02-12,New,2028
01-0000016-0002088-1-020501,2022-07-23,01-0000016,24,56,16128,14516,435,1452,2075,2088,1,20501,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
23-0000001-0007405-1-020501,2022-11-23,23-0000001,24,56,16128,14516,581,871,7392,7405,23,20501,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
29-0000003-0007984-1-020501,2022-12-24,29-0000003,24,56,16128,14516,581,871,7971,7984,29,20501,Online,Completed,2024-02-12,2024-02-16,Returning,2031
18-0000006-0000608-1-020501,2023-05-24,18-0000006,24,56,16128,14516,1016,1161,597,608,18,20501,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
01-0000003-0005528-1-020501,2023-06-26,01-0000003,24,56,16128,14516,581,1306,5515,5528,1,20501,In-Store,Canceled,-,-,VIP,2033
21-0000004-0004942-1-020501,2022-07-17,21-0000004,32,56,21504,19354,387,968,4929,4942,21,20501,Online,Completed,2024-02-15,2024-02-19,Business,2034
16-0000002-0001832-1-020501,2022-08-04,16-0000002,40,56,26880,24192,1210,1210,1819,1832,16,20501,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
37-0000001-0004124-1-020501,2022-11-23,37-0000001,40,56,26880,24192,726,1935,4111,4124,37,20501,In-Store,Pending,-,-,New,2036
01-0000060-0001271-1-020501,2022-12-10,01-0000060,40,56,26880,24192,1210,1693,1259,1271,1,20501,Online,Completed,2024-02-18,2024-02-22,VIP,2037
23-0000001-0005326-1-020501,2022-11-19,23-0000001,5,56,3360,3024,302,242,5313,5326,23,20501,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
34-0000003-0000410-1-020501,2022-04-05,34-0000003,13,56,8736,7863,786,629,405,410,34,20501,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
29-0000004-0004539-1-020501,2023-07-26,29-0000004,13,56,8736,7863,393,629,4526,4539,29,20501,Online,Completed,2024-02-21,2024-02-25,New,2040
21-0000005-0000843-1-020501,2023-08-22,21-0000005,13,56,8736,7863,550,708,832,843,21,20501,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
01-0000034-0000135-1-020501,2022-04-10,01-0000034,21,56,14112,12701,1270,635,131,135,1,20501,In-Store,Completed,2024-02-23,2024-02-27,Business,2042
07-0000001-0007314-1-020501,2022-06-15,07-0000001,21,56,14112,12701,889,762,7301,7314,7,20501,Online,Canceled,-,-,Returning,2043
02-0000001-0001307-1-020501,2022-11-24,02-0000001,21,56,14112,12701,1270,635,1294,1307,2,20501,Mobile App,Completed,2024-02-25,2024-02-29,New,2044
01-0000011-0000496-1-020501,2023-05-05,01-0000011,21,56,14112,12701,889,889,486,496,1,20501,In-Store,Completed,2024-02-26,2024-03-01,VIP,2045
21-0000005-0000763-1-020501,2023-08-29,21-0000005,21,56,14112,12701,254,635,752,763,21,20501,Online,Completed,2024-02-27,2024-03-03,Business,2046
12-0000010-0001691-1-020501,2022-09-01,12-0000010,29,56,19488,17540,351,1579,1678,1691,12,20501,Mobile App,Completed,2024-02-28,2024-03-04,Returning,2047
02-0000002-0001398-1-020501,2022-10-27,02-0000002,29,56,19488,17540,877,1579,1385,1398,2,20501,In-Store,Pending,-,-,New,2048
01-0000001-0005285-1-020501,2022-06-15,01-0000001,37,56,24864,22378,448,1119,5272,5285,1,20501,Online,Completed,2024-03-02,2024-03-06,VIP,2049
24-0000003-0003528-1-020501,2023-01-13,24-0000003,2,56,1344,1210,121,121,3515,3528,24,20501,Mobile App,Completed,2024-03-03,2024-03-07,Business,2050
01-0000037-0002335-1-020501,2023-07-07,01-0000037,2,56,1344,1210,24,73,2322,2335,1,20501,Online,Completed,2024-01-02,2024-01-05,Returning,2001
05-0000001-0006455-1-020501,2022-09-23,05-0000001,10,56,6720,6048,181,302,6442,6455,5,20501,Mobile App,Completed,2024-01-04,2024-01-07,New,2002
21-0000006-0000995-1-020501,2022-07-15,21-0000006,18,56,12096,10887,544,653,984,995,21,20501,In-Store,Completed,2024-01-05,2024-01-09,VIP,2003
08-0000003-0002994-1-020501,2022-12-30,08-0000003,18,56,12096,10887,544,980,2981,2994,8,20501,In-Store,Completed,2024-01-07,2024-01-10,Returning,2001
01-0000006-0004822-1-020501,2023-07-12,01-0000006,18,56,12096,10887,435,762,4809,4822,1,20501,Online,Completed,2024-01-08,2024-01-12,New,2005
34-0000005-0006871-1-020501,2023-11-18,34-0000005,18,56,12096,10887,762,544,6858,6871,34,20501,Mobile App,Completed,2024-01-09,2024-01-13,VIP,2006
21-0000005-0000864-1-020501,2022-03-21,21-0000005,26,56,17472,15725,315,786,853,864,21,20501,Online,Canceled,-,-,Business,2007
01-0000003-0008081-1-020501,2022-07-24,01-0000003,26,56,17472,15725,1573,1415,8068,8081,1,20501,In-Store,Completed,2024-01-12,2024-01-15,Returning,2008
01-0000038-0002344-1-020501,2023-02-03,01-0000038,26,56,17472,15725,1101,1415,2331,2344,1,20501,In-Store,Completed,2024-01-13,2024-01-17,New,2009
28-0000001-0005815-1-020501,2023-08-17,28-0000001,26,56,17472,15725,786,1415,5802,5815,28,20501,Online,Completed,2024-01-15,2024-01-18,VIP,2010
21-0000002-0004264-1-020501,2022-09-28,21-0000002,34,56,22848,20564,2056,1234,4251,4264,21,20501,Mobile App,Pending,-,-,Returning,2011
09-0000001-0005689-1-020501,2023-09-15,09-0000001,34,56,22848,20564,2056,1851,5676,5689,9,20501,Online,Completed,2024-01-18,2024-01-22,Business,2012
29-0000003-0008051-1-020501,2023-10-24,29-0000003,42,56,28224,25402,508,1778,8038,8051,29,20501,In-Store,Completed,2024-01-19,2024-01-23,VIP,2013
29-0000004-0006441-1-020501,2022-05-12,29-0000004,50,56,33600,30240,3024,2419,6428,6441,29,20501,Online,Returned,2024-01-21,2024-01-24,Returning,2014
36-0000001-0004090-1-020501,2022-12-12,36-0000001,50,56,33600,30240,1512,1814,4077,4090,36,20501,Mobile App,Completed,2024-01-22,2024-01-26,New,2015
38-0000001-0004074-1-020501,2023-03-20,38-0000001,7,56,4704,4234,423,212,4061,4074,38,20501,Online,Completed,2024-01-24,2024-01-28,Returning,2016
01-0000010-0000474-1-020501,2023-10-05,01-0000010,7,56,4704,4234,296,381,464,474,1,20501,In-Store,Completed,2024-01-25,2024-01-29,VIP,2017
04-0000004-0007510-1-020501,2023-04-08,04-0000004,15,56,10080,9072,272,635,7497,7510,4,20501,In-Store,Completed,2024-01-26,2024-01-30,New,2018
18-0000005-0004352-1-020501,2023-07-19,18-0000005,15,56,10080,9072,454,816,4339,4352,18,20501,Online,Completed,2024-01-28,2024-02-01,Business,2019
35-0000001-0004126-1-020501,2023-10-14,35-0000001,15,56,10080,9072,454,907,4113,4126,35,20501,Mobile App,Completed,2024-01-29,2024-02-02,Returning,2020
16-0000002-0001830-1-020501,2023-11-08,16-0000002,15,56,10080,9072,635,635,1817,1830,16,20501,Online,Completed,2024-02-01,2024-02-05,New,2021
18-0000005-0006275-1-020501,2022-02-01,18-0000005,23,56,15456,13911,556,835,6262,6275,18,20501,Mobile App,Completed,2024-02-02,2024-02-06,VIP,2022
12-0000005-0003349-1-020501,2022-03-20,12-0000005,23,56,15456,13911,696,696,3336,3349,12,20501,In-Store,Pending,-,-,Returning,2023
01-0000002-0006732-1-020501,2022-06-19,01-0000002,23,56,15456,13911,974,696,6719,6732,1,20501,Online,Completed,2024-02-04,2024-02-08,Business,2024
30-0000001-0007191-1-020501,2023-10-17,30-0000001,23,56,15456,13911,1391,696,7178,7191,30,20501,Mobile App,Canceled,-,-,New,2025
17-0000002-0003145-1-020501,2022-06-02,17-0000002,31,56,20832,18749,562,1125,3132,3145,17,20501,In-Store,Completed,2024-02-06,2024-02-10,VIP,2026
26-0000001-0006571-1-020501,2023-03-17,26-0000001,31,56,20832,18749,562,1125,6558,6571,26,20501,Online,Completed,2024-02-07,2024-02-11,Returning,2027
21-0000005-0000830-1-020501,2024-02-07,21-0000005,31,56,20832,18749,750,937,819,830,21,20501,Online,Returned,2024-02-08,2024-02-12,New,2028
02-0000004-0006775-1-020501,2022-05-14,02-0000004,39,56,26208,23588,1179,2123,6762,6775,2,20501,Mobile App,Completed,2024-02-09,2024-02-13,VIP,2029
23-0000001-0008098-1-020501,2023-05-29,23-0000001,39,56,26208,23588,708,2123,8085,8098,23,20501,In-Store,Completed,2024-02-10,2024-02-14,Business,2030
03-0000001-0001442-1-020501,2023-01-26,03-0000001,47,56,31584,28426,1990,1421,1429,1442,3,20501,Online,Completed,2024-02-12,2024-02-16,Returning,2031
34-0000005-0004732-1-020501,2023-03-16,34-0000005,47,56,31584,28426,569,2558,4719,4732,34,20501,Mobile App,Completed,2024-02-13,2024-02-17,New,2032
20-0000001-0007048-1-020501,2023-03-17,20-0000001,4,56,2688,2420,48,169,7035,7048,20,20501,In-Store,Canceled,-,-,VIP,2033
02-0000003-0004901-1-020501,2023-11-24,02-0000003,4,56,2688,2420,48,242,4888,4901,2,20501,Online,Completed,2024-02-15,2024-02-19,Business,2034
21-0000006-0001239-1-020501,2022-05-04,21-0000006,20,56,13440,12096,242,726,1228,1239,21,20501,Mobile App,Completed,2024-02-16,2024-02-20,Returning,2035
38-0000002-0003748-1-020501,2022-12-10,38-0000002,20,56,13440,12096,1210,847,3735,3748,38,20501,In-Store,Pending,-,-,New,2036
04-0000006-0002812-1-020501,2023-04-17,04-0000006,20,56,13440,12096,847,605,2799,2812,4,20501,Online,Completed,2024-02-18,2024-02-22,VIP,2037
37-0000001-0005542-1-020501,2023-12-14,37-0000001,20,56,13440,12096,242,968,5529,5542,37,20501,Mobile App,Completed,2024-02-19,2024-02-23,Business,2038
12-0000010-0001786-1-020501,2024-01-07,12-0000010,20,56,13440,12096,605,726,1773,1786,12,20501,In-Store,Returned,2024-02-20,2024-02-24,Returning,2039
21-0000003-0007714-1-020501,2023-02-07,21-0000003,28,56,18816,16935,1185,1694,7701,7714,21,20501,Online,Completed,2024-02-21,2024-02-25,New,2040
20-0000003-0003465-1-020501,2022-02-06,20-0000003,36,56,24192,21773,871,1089,3452,3465,20,20501,Mobile App,Completed,2024-02-22,2024-02-26,VIP,2041
